Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/20/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Reasons for the Emission of carbon Footprints,Solutions to take to combat the climate change
North Macedonia,MKD,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8590,8380,8540,8840,8550,8520,10060,8990,9840,9090,8760,8920,8369.99988555908,9140.00034332275,8840.00015258789,9229.99954223633,9220.00026702881,9699.99980926514,9479.99954223633,8869.99988555908,8640.00034332275,9520.00045776367,9050.00019073486,8140.00034332275,7699.99980926514,7409.99984741211,7300.00019073486,7789.99996185303,7300.00019073486,8300.00019073486,7.7,,
Mali,MLI,CO2 emissions (kt),EN.ATM.CO2E.KT,121.011,117.344,139.346,176.016,176.016,198.018,190.684,223.687,198.018,161.348,201.685,227.354,245.689,267.691,304.361,341.031,341.031,414.371,396.036,429.039,392.369,396.036,366.7,418.038,436.373,407.037,381.368,359.366,385.035,418.038,10,10,10,10,10,10,0,10,,,1410,1610,1399.99997615814,1399.99997615814,1480.00001907349,1649.99997615814,1889.99998569489,2069.9999332428,2079.99992370605,2509.99999046326,2779.99997138977,3119.99988555908,3109.99989509583,3220.00002861023,3380.00011444092,3650.00009536743,4670.00007629395,5179.99982833862,5469.99979019165,5829.99992370605,3.48,,
Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,341.031,293.36,330.03,410.704,498.712,473.043,414.371,520.714,638.058,652.726,663.727,660.06,839.743,806.74,744.401,667.394,762.736,803.073,935.085,905.749,1023.093,1144.104,1312.786,997.424,1364.124,1199.109,1485.135,1855.502,2013.183,2170.864,2310,2210,2170,2810,2510,2380,2320,2470,2370,2410,2130,2490,2319.9999332428,2609.99989509583,2599.99990463257,2630.00011444092,2650.00009536743,2720.00002861023,2720.00002861023,2509.99999046326,2589.99991416931,2569.9999332428,2720.00002861023,2369.99988555908,2359.99989509583,1659.9999666214,1350.00002384186,1519.99998092651,1549.99995231628,1659.9999666214,1.55,,
Myanmar,MMR,CO2 emissions (kt),EN.ATM.CO2E.KT,2717.247,2592.569,2882.262,2636.573,2860.26,2728.248,2808.922,3619.329,2929.933,3215.959,4616.753,5104.464,4899.112,4110.707,4675.425,4587.417,4899.112,5174.137,5155.802,5100.797,5526.169,5639.846,5599.509,5775.525,6571.264,6710.61,6791.284,4976.119,4118.041,4462.739,4080,4020,4280,4810,5650,6940,7310,7250,7910,8710,9440,8350,8300.00019073486,10489.9997711182,10149.9996185303,10720.0002670288,9970.00026702881,10390.0003433228,7900.00009536743,7489.99977111816,8130.00011444092,8689.9995803833,11960.000038147,13600.0003814697,17040.0009155273,19040.0009155273,21860.0006103516,32500,32939.998626709,36720.0012207031,37.71,,
Middle East & North Africa (excluding high income),MNA,CO2 emissions (kt),EN.ATM.CO2E.KT,81126.4819472569,82555.1940525397,84478.6023389797,93726.4675165852,105421.971262156,124537.917725086,149213.658582218,152274.12973281,186120.208754082,196844.778950068,209795.481961261,224126.90416464,234980.686049734,271001.213210571,280337.680689279,286713.354606135,340472.800800262,353844.364741695,376692.683138581,392895.828952756,366270.837471363,339734.448291073,363409.721498252,405972.051890512,438529.705783247,456216.940140895,467055.954975805,496752.492895429,533817.78885677,549585.306690523,538660.506097381,554774.022719369,596008.046747654,637868.819854085,691870.329135551,715231.895580603,733993.932500559,774661.860587294,756091.891933222,783628.415947208,821627.606023777,862871.738908162,881603.454124686,907916.795435117,964930.751401956,1038968.02797247,1090219.89831644,1133101.68720536,1177338.02340939,1220199.56324346,1244541.69326239,1251648.22844056,1311806.02893775,1340292.81905372,1372812.95313584,1363401.63521922,1381577.38109976,1441472.31106856,1471424.85807228,1489226.57597107,,,
Montenegro,MNE,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,1360,1480,1290,1260,1330,1550,1670,1760,1210,1520,1670,1769.99998092651,1889.99998569489,2039.99996185303,2000,2180.0000667572,2099.99990463257,2690.00005722046,1750,2579.99992370605,2539.99996185303,2329.99992370605,2269.99998092651,2220.00002861023,2359.99989509583,2150.00009536743,2269.99998092651,2500,2599.99990463257,77.53,,
Mongolia,MNG,CO2 emissions (kt),EN.ATM.CO2E.KT,1294.451,1393.46,1972.846,1602.479,2046.186,1958.178,1954.511,2152.529,2482.559,2684.244,2849.259,3036.276,3281.965,3479.983,3751.341,4066.703,4404.067,4972.452,5782.859,6299.906,6879.292,6644.604,6761.948,6996.636,6450.253,9028.154,9673.546,10586.629,11595.054,10568.294,12970,14760,12860,11850,10320,10280,8690,8520,8550,8610,9000,8970,9600.00038146973,9310.0004196167,9560.0004196167,11060.0004196167,12420.0000762939,13020.0004577637,12970.0002670288,13640.0003433228,14310.0004196167,15729.9995422363,17139.9993896484,18379.9991607666,18120.0008392334,17299.9992370605,18170.0000762939,19579.9999237061,21549.9992370605,23069.9996948242,,,
Northern Mariana Islands,MNP,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,CO2 emissions (kt),EN.ATM.CO2E.KT,1884.838,2632.906,1987.514,1661.151,2141.528,2005.849,2126.86,1873.837,2779.586,3241.628,2984.938,3615.662,3300.3,3564.324,3149.953,2885.929,2559.566,2713.58,2874.928,2643.907,3208.625,2489.893,2541.231,1976.513,1536.473,1147.771,982.756,982.756,1012.092,1041.428,1120,940,1100,1290,1100,1170,1160,1290,1240,1230,1430,1410,1570.00005245209,1899.99997615814,1909.9999666214,1710.00003814697,1860.00001430511,2230.00001907349,2240.00000953674,2490.00000953674,2680.0000667572,3349.99990463257,3680.0000667572,4199.99980926514,4860.0001335144,5519.99998092651,7280.00020980835,7210.00003814697,6949.99980926514,7500,9.94,,
Mauritania,MRT,CO2 emissions (kt),EN.ATM.CO2E.KT,36.67,47.671,62.339,88.008,117.344,161.348,179.683,198.018,234.688,275.025,429.039,399.703,447.374,469.376,484.044,509.713,517.047,557.384,583.053,605.055,630.724,663.727,883.747,938.752,872.746,656.393,374.034,3285.632,3230.627,2849.259,940,980,1010,1050,1070,1170,1230,1230,1240,1300,1270,1400,1549.99995231628,1480.00001907349,1639.99998569489,1509.99999046326,1730.00001907349,1990.00000953674,1899.99997615814,2349.99990463257,2400.00009536743,2460.00003814697,2730.00001907349,2589.99991416931,2900.00009536743,3559.99994277954,3259.99999046326,3490.00000953674,3690.00005722046,3950.00004768372,2.67,,
Mauritius,MUS,CO2 emissions (kt),EN.ATM.CO2E.KT,179.683,187.017,253.023,209.019,308.028,304.361,275.025,498.712,638.058,572.052,498.712,396.036,689.396,678.395,693.063,590.387,619.723,641.725,630.724,660.06,590.387,542.716,502.379,597.721,627.057,707.731,799.406,931.418,854.411,1052.429,1160,1250,1320,1470,1510,1550,1610,1620,1790,2200,2430,2570,2609.99989509583,2750,2769.99998092651,2960.00003814697,3299.99995231628,3400.00009536743,3470.00002861023,3420.00007629395,3660.00008583069,3640.00010490417,3730.00001907349,3819.9999332428,3950.00004768372,3960.00003814697,4039.99996185303,4170.00007629395,4130.00011444092,4170.00007629395,3.63,,
Malawi,MWI,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,330.03,348.365,429.039,366.7,388.702,381.368,454.708,502.379,546.383,572.052,550.05,579.386,583.053,638.058,671.061,638.058,711.398,605.055,594.054,575.719,557.384,557.384,553.717,546.383,542.716,564.718,550,640,630,720,740,750,740,770,750,790,710,680,680.000007152557,750,769.999980926514,759.999990463257,779.999971389771,829.999983310699,959.999978542328,980.000019073486,889.999985694885,930.000007152557,949.999988079071,980.000019073486,850.000023841858,930.000007152557,1120.00000476837,1190.00005722046,1379.99999523163,1450.00004768372,1.38,,
Malaysia,MYS,CO2 emissions (kt),EN.ATM.CO2E.KT,3567.991,4000.697,4074.037,4968.785,6424.584,6486.923,7693.366,8478.104,8511.107,9526.866,14601.994,16677.516,17913.295,17513.592,19050.065,19446.101,23894.172,22610.722,23237.779,27278.813,27997.545,30824.802,30571.779,37971.785,34697.154,36237.294,39984.968,40762.372,42724.217,49882.201,54620,65100,67170,73040,79740,86310,98640,106020,105690,114450,124360,129460,136380.004882813,144490.005493164,158270.004272461,167419.998168945,174100.006103516,189940.002441406,202910.003662109,181929.992675781,200220.001220703,202740.005493164,205809.997558594,223660.003662109,236649.993896484,236539.993286133,235960.006713867,227619.995117188,244410.003662109,253270.004272461,262.17,,
North America,NAC,CO2 emissions (kt),EN.ATM.CO2E.KT,3084636.08161586,3075748.38463442,3195470.02795975,3331448.4905264,3495003.38970325,3644304.22760486,3822498.33381965,3978962.8829077,4136307.76516768,4333594.09704833,4671961.15583786,4710963.5834085,4947765.87054341,5153723.48416741,4990337.31551519,4805313.29110831,5014330.06250471,5152380.97608025,5308709.80713763,5345863.53504726,5168366.35926024,4967621.05162494,4723313.92419947,4752383.25914702,4902641.45937309,4916499.37072096,4902348.01498245,5121767.39002696,5350764.05637091,5420695.52271478,5265754.99638776,5222530.67246096,5307758.91588987,5419055.79809528,5505394.40948436,5566934.80309641,5737091.19050555,6022165.66013433,6077343.94543408,6105323.21736726,6292115.11754896,6256953.46547705,6119407.64548881,6205586.65564846,6276790.06101563,6304609.52168884,6195663.2621964,6310040.88699582,6110874.91063515,5679632.3325619,5931085.35046068,5724787.1888178,5504094.05913314,5649632.2786656,5670769.16594222,5551249.57838034,5453137.1092474,5389236.05053198,5557241.67638117,5399719.62717939,,,
Namibia,NAM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120,1220,1410,1640,1770,1920,1970,2020,1980,1940,2460,2130.00011444092,2269.99998092651,2380.00011444092,2529.99997138977,2529.99997138977,2619.99988555908,2950.00004768372,3019.99998092651,3130.00011444092,3329.99992370605,3529.99997138977,3789.99996185303,3950.00004768372,4199.99980926514,4130.00011444092,4269.99998092651,4230.00001907349,4219.99979019165,4.01,,
New Caledonia,NCL,CO2 emissions (kt),EN.ATM.CO2E.KT,861.745,887.414,564.718,619.723,1100.1,1232.112,1510.804,1474.134,1840.834,1558.475,2394.551,2420.22,1705.155,2599.903,2783.253,2530.23,2390.884,2141.528,1543.807,1642.816,2002.182,1393.46,1265.115,1155.105,1206.443,1455.799,1404.461,1459.466,1507.137,1646.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32,,
Niger,NER,CO2 emissions (kt),EN.ATM.CO2E.KT,29.336,55.005,66.006,88.008,95.342,91.675,135.679,132.012,161.348,190.684,216.353,231.021,253.023,330.03,289.693,333.697,333.697,366.7,418.038,480.377,572.052,685.729,748.068,964.421,993.757,997.424,902.082,1001.091,990.09,1041.428,570,540,500,570,550,530,610,620,670,650,670,670,699.999988079071,759.999990463257,790.000021457672,759.999990463257,750,819.999992847443,860.000014305115,1080.00004291534,1370.00000476837,1409.9999666214,1889.99998569489,1970.00002861023,2150.00009536743,2109.99989509583,2109.99989509583,1909.9999666214,1950.00004768372,2150.00009536743,2.16,,
Nigeria,NGA,CO2 emissions (kt),EN.ATM.CO2E.KT,3406.643,4114.374,4180.38,5350.153,7275.328,11763.736,12907.84,12838.167,6633.603,12112.101,21539.958,32280.601,41426.099,49577.84,62291.329,47395.975,55247.022,50567.93,48294.39,70289.056,68154.862,65958.329,65602.63,59929.781,69625.329,69893.02,73505.015,59343.061,70747.431,42441.858,72770,81930,91810,86240,78330,86170,100230,98650,88700,87020,97220,101950,92239.9978637695,101000,98730.0033569336,98720.0012207031,88769.9966430664,81120.002746582,86930.0003051758,76949.9969482422,90059.9975585938,95000,95339.9963378906,108129.997253418,114830.001831055,107760.00213623,110830.001831055,108500,109889.999389648,115279.998779297,126.92,,
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,531.715,561.051,660.06,843.41,949.753,781.071,960.754,1081.765,1232.112,1287.117,1404.461,1507.137,1606.146,1829.833,1950.844,1928.842,2225.869,2838.258,2632.906,1712.489,2027.851,2141.528,2115.859,2002.182,1851.835,1991.181,2262.539,2438.555,2247.871,1477.801,1930,1920,2240,2200,2530,2650,2820,3020,3520,3540,3770,3930,4059.99994277954,4559.99994277954,4530.00020980835,4340.00015258789,4550.00019073486,4699.99980926514,4500,4389.9998664856,4510.00022888184,4769.99998092651,4690.00005722046,4469.99979019165,4760.00022888184,5269.99998092651,5380.00011444092,5480.00001907349,5110.0001335144,5239.99977111816,5.1,,
Netherlands,NLD,CO2 emissions (kt),EN.ATM.CO2E.KT,73505.015,75888.565,83358.244,91227.626,96867.472,100497.802,103655.089,106783.04,113552.322,115910.203,141934.902,140875.139,157794.677,165645.724,160445.918,153020.243,169683.091,164277.933,170548.503,187812.739,177508.469,164956.328,134322.21,138256.901,145055.519,147948.782,145095.856,152569.202,146914.688,163100.826,148380,154510,153250,158150,157260,164110,173620,166310,166730,161450,162100,167120,167429.992675781,170360.000610352,172119.995117188,167929.992675781,163699.996948242,164550.003051758,165220.001220703,160490.005493164,171110.000610352,158770.004272461,157470.001220703,157089.996337891,149789.993286133,157410.003662109,158539.993286133,155759.994506836,151360.000610352,146339.996337891,144.69,,
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,13102.191,13351.547,14077.613,14983.362,16189.805,16409.825,19563.445,19328.757,21140.255,22222.02,28012.213,27198.139,29427.675,30524.108,27696.851,29673.364,29317.665,31070.491,34792.496,34242.446,38052.459,40329.666,41052.065,37498.742,40458.011,40714.701,47076.946,40707.367,42482.195,49379.822,29310,27330,30200,32430,34410,34390,34600,36540,37890,39700,34290,34720,34369.9989318848,37169.9981689453,37340.0001525879,36349.9984741211,37200.0007629395,37750,36869.9989318848,37430.0003051758,41409.9998474121,39599.9984741211,38490.0016784668,39500,39110.0006103516,39490.0016784668,38759.9983215332,37720.0012207031,37590.0001525879,35950.0007629395,42.18,,
Nepal,NPL,CO2 emissions (kt),EN.ATM.CO2E.KT,80.674,80.674,88.008,99.009,150.347,179.683,190.684,212.686,253.023,399.703,227.354,198.018,267.691,421.705,425.372,352.032,282.359,337.364,330.03,513.38,542.716,454.708,443.707,495.045,704.064,678.395,704.064,872.746,993.757,913.083,940,1180,1230,1410,1740,1900,1960,2190,2320,3120,3220,3460,2789.99996185303,3019.99998092651,2809.99994277954,3190.00005722046,2619.99988555908,2690.00005722046,2990.00000953674,3880.00011444092,4639.9998664856,5199.99980926514,6000,6090.00015258789,7130.00011444092,7190.00005722046,10409.9998474121,12479.9995422363,15189.9995803833,13449.9998092651,17.89,,
Nauru,NRU,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,29.336,33.003,33.003,47.671,47.671,66.006,66.006,88.008,77.007,84.341,99.009,102.676,102.676,113.677,113.677,113.677,124.678,124.678,124.678,124.678,124.678,124.678,161.348,157.681,157.681,157.681,130,130,120,110,110,110,100,100,100,90,90,80,79.9999982118607,70.0000002980232,70.0000002980232,70.0000002980232,50.0000007450581,39.9999991059303,39.9999991059303,39.9999991059303,39.9999991059303,39.9999991059303,39.9999991059303,50.0000007450581,50.0000007450581,59.9999986588955,59.9999986588955,70.0000002980232,59.9999986588955,59.9999986588955,,,
New Zealand,NZL,CO2 emissions (kt),EN.ATM.CO2E.KT,11543.716,11767.403,11210.019,12229.445,13105.858,13699.912,14015.274,13641.24,13487.226,14271.964,14194.957,15060.369,16197.139,18202.988,18756.705,18261.66,19237.082,20300.512,18008.637,16475.831,17458.587,16527.169,18239.658,17964.633,19295.754,21803.982,22893.081,24110.525,25397.642,25404.976,22310,22630,24380,23960,24230,24330,25410,27690,27180,28610,29450,31620,31540.0009155273,33400.0015258789,32840.0001525879,34229.9995422363,34270.0004577637,33270.0004577637,34169.9981689453,31170.0000762939,31049.9992370605,30290.0009155273,32110.0006103516,31889.9993896484,31969.9993133545,32279.9987792969,31190.0005340576,32930.0003051758,32360.0006103516,34009.9983215332,33.03,,
OECD members,OED,CO2 emissions (kt),EN.ATM.CO2E.KT,5814252.62533666,5935865.40508993,6200226.12541728,6544791.54250776,6872941.42086974,7166296.46293215,7489475.06103081,7813581.90648153,8228863.26962502,8729584.64459734,9470660.20060044,9648471.13782026,10118139.5447078,10626501.4267737,10397261.4607051,10083212.691007,10606921.5959605,10824907.0785782,11114619.2654767,11409834.927787,11156237.7512,10742647.8610091,10389282.659021,10328381.3816373,10591859.2355942,10704890.8842705,10706017.1577243,11046188.8706817,11405387.5915846,11745150.875707,11338340,11382690,11417400,11509000,11702420,11859670,12232770,12499640,12504580,12554900,12878250,12898070,12793539.7007465,13020410.1424217,13149420.0341702,13187620.1739311,13119450.0374794,13287269.7329521,12953669.8029041,12192610.1615429,12682229.7978401,12454210.059762,12277910.099864,12334460.078001,12103210.0203037,12040549.8743057,11968660.0555182,11942140.1070356,11979080.1823139,11610640.1644945,,,
Oman,OMN,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,11.001,25.669,29.336,135.679,161.348,234.688,234.688,2093.857,2090.19,2112.192,2335.879,7256.993,8327.757,8507.44,7796.042,7722.702,6046.883,6017.547,5735.188,7532.018,8060.066,8661.454,9875.231,9464.527,10586.629,10065.915,11920,15720,14920,15180,16190,18870,19380,20020,19520,21980,25110,28030,29969.9993133545,31700.0007629395,31260.0002288818,31010.0002288818,39189.998626709,42259.9983215332,41310.001373291,43590.0001525879,47080.0018310547,53619.9989318848,60549.9992370605,63009.9983215332,66389.9993896484,70129.997253418,72129.997253418,71930.0003051758,75599.9984741211,76029.9987792969,16.9,,
Other small states,OSS,CO2 emissions (kt),EN.ATM.CO2E.KT,7440.48399609326,9275.12388554091,9465.52232307401,20168.6344901132,21826.702824206,21813.1247820137,21758.8126132442,24902.1293807738,29009.4871439603,28038.6571272071,47176.9075973274,51534.8320113539,61118.2881946848,73964.5913620062,65886.4778074762,65126.8231323231,66340.9140863625,70254.4921896067,81140.6149897919,84701.4962795721,80876.0923796939,70898.8421372811,73835.7213724713,67141.2645476845,72099.3678292642,75809.4670016638,77640.777379265,77932.4305134756,85372.9767513592,94400.6586498306,84408.9196663849,83227.2355387841,79448.7471830025,78272.9941574003,80493.8609835378,80815.4344606256,85860.1183824403,91537.9000872717,94864.1757408985,97748.2878635296,97537.2552691908,100742.94086891,106209.689374285,114226.086414762,117807.876885509,125192.189737599,134713.537284086,144405.449477384,151237.943388275,147455.488302652,159394.800513991,166989.808380846,172939.395131381,179350.500552631,186183.002372277,185310.122180695,188590.922905312,190296.542208569,189182.871765953,190928.6218184,,,
